commentId,text,author,authorChannelId,publishedAt,updatedAt,likeCount,replyCount
UgxEfBWWeqMF-D-GdJZ4AaABAg,That 48-8 io,@daniellim5982,UCNCOa4fKOj-dsqmSNmn2pEA,2020-08-26T19:08:00Z,2020-08-26T19:08:00Z,0,0
Ugzlzdvf9SVUIpOEX3x4AaABAg,This is masterpiece. Records of the legends!,@ronaldmedina9777,UCoFJeF9COy5TcTASDPP418A,2020-08-26T14:02:17Z,2020-08-26T14:02:17Z,0,0
UgybDo2RLPzH_yvEYjN4AaABAg,"I'm sure kuro Is a great player and a great captain,

But in this final, OG got to his head so bad..
Still one of the best final I've ewe seen tho.",@galohot,UCtXGMIv97Nzsmt8eliINyRA,2020-08-26T13:56:33Z,2020-08-26T13:56:33Z,0,0
Ugx52kzaajS_IqSE_w14AaABAg,"Believe it or not it is not jist mechanics and strategy, it is also the trust and mind set OG has as a team. They trust each other. They are friends. N0tail enables his team and listen to his teamates. Kuro seems to be the boss but he lacks what actual leaders have: the ability to get the best out of your team. This was a fantastic run by OG. In fact, in TI8 OG managed to win with their favorite heroes, playing with what make them happy. This applies to all sports, trust and good leadership",@Robusername01,UCX7UfpbP2-_6mtCCMSDCMMQ,2020-08-26T13:42:43Z,2020-08-26T13:42:43Z,0,0
UgyzTWR7jyay9CauIQd4AaABAg,"49:26 - 49:40 TI10 Chat Wheel Level 545 = ""There is nothing that can stop this man""",@kelvinlim9857,UCBiBDd1QcQmozazOCEjOpyA,2020-08-26T11:38:15Z,2020-08-26T11:38:15Z,1,0
UgygYS3YTdF-vfKKRyp4AaABAg,I dont think a captain will ever say something like this to his teamates “what can we do?”,@ty_gil,UC-4FQbiZe24FclleCyKnX0A,2020-08-26T11:18:19Z,2020-08-26T11:18:19Z,0,0
UgxZhW2ryaMscMgqc_54AaABAg,"I`m just meme-ing, damn Jerax you fcking legend.. never gets old",@bibs7207,UCKMDgm6hSj51YxgPrl0V8QA,2020-08-26T10:14:58Z,2020-08-26T10:14:58Z,0,0
UgySVE32YsqAvwUVBCZ4AaABAg,1:20:25 tear jerker,@AnhHoang-qe1eb,UCrwaEkbou8bZO69IxMDGHDQ,2020-08-26T06:58:08Z,2020-08-26T06:58:08Z,0,0
UgzOMruyPfStQhCn0C14AaABAg,REWATCHING THIS MASTERPIECE AFTER LEARNING THERE WILL BE NO TI THIS YEAR 😢😢,@pandamonium7490,UCFuqMiaSfEItwn6ihxwxOgQ,2020-08-26T05:59:23Z,2020-08-26T05:59:43Z,42,1
UgzQp6IuKWZ1wvv0LE94AaABAg,21:24 when you're forever alone haha,@shakresgaming,UCmt5Pn8EjEFE48HCvEzPZsw,2020-08-26T03:11:39Z,2020-08-26T03:11:39Z,0,0
Ugwn9uOIaGvILnW31MV4AaABAg,Even tho W33 doesnt won TI he have a title the best 2nd placer player.,@Siklubantv,UCRFettDCrCRbceLCEdXaxkg,2020-08-26T03:07:27Z,2020-08-26T03:07:34Z,0,0
UgzHf1XUVDElWi0KbRV4AaABAg,tehir are the best,@baanchas,UCUNwttm1L4PlYUGGUgbP49Q,2020-08-26T02:12:19Z,2020-08-26T02:12:19Z,0,0
UgxofTzQosFrzFsdN714AaABAg,liquid failed btu stay strong,@baanchas,UCUNwttm1L4PlYUGGUgbP49Q,2020-08-26T02:11:58Z,2020-08-26T02:11:58Z,0,0
UgxOP8h1IruvQqS-rNJ4AaABAg,"Johan: Jesse, you fucking
Jesse: ""I'm just meming, Johan, don't worry""",@geromemonteiro1880,UC3KD5kPtVUOCKnKu11zvhuQ,2020-08-26T02:06:12Z,2020-08-26T02:06:12Z,1,0
UgyBUNeronSIO7pvB8d4AaABAg,"41:38
JerAx: ""Theres a new password""
NoTail: ""Wait, theres a patch?""
Ceeeeeeeb: ""New patch guys, new patch, They nerfed Ember!""

God OG are amazing",@zealot9262,UCGLJKZO-kWT2fLoEK3kcM3Q,2020-08-26T01:56:00Z,2020-08-26T01:56:00Z,275,2
UgzlJHjJEcytOHv_8Mx4AaABAg,9:42 Wait wait wait... JerAx with Spectre icon...,@zealot9262,UCGLJKZO-kWT2fLoEK3kcM3Q,2020-08-25T21:46:44Z,2020-08-25T21:46:44Z,0,0
UgwuL95pJcxIVOlDpXt4AaABAg,"1:00:33 I feel kinda sad for mc,
Kuro saying just play omni like ceb,
It's like his saying that he wants mc to be like ceb and not himself😔",@ashtonl7341,UC6uXDa83aEEYwRG4aUispag,2020-08-25T15:53:11Z,2020-08-25T15:53:11Z,0,1
Ugx2loFEK_rPseU3V554AaABAg,"I am always relieved when Topson and Ana hugs. Watched several times already, and still feel the same. Two monsters!",@zarnujisidiq5736,UChGznWVFVbewAILWuGuHU1g,2020-08-25T12:51:28Z,2020-08-25T12:51:28Z,4,0
Ugy0s6ZYO9l9saxFLrp4AaABAg,"Kuroky being rude to RMN. 
What the hell man? Try listening to your teammates or coach.",@ejay_dc6026,UCdXlHfVNu9D34fYMh1tEt2Q,2020-08-25T10:58:13Z,2020-08-25T10:58:13Z,5,0
UgzpF2btWvcLTjCLd2l4AaABAg,"The moment topson said “YUP”
He about to unleash the WUKONG",@ejay_dc6026,UCdXlHfVNu9D34fYMh1tEt2Q,2020-08-25T08:59:55Z,2020-08-25T09:00:16Z,6,0
UgwUegssD15lqh_7-Tt4AaABAg,Cable management pls hahaha jk,@darknessphilosophe,UCTR1nACbja4Fb7908Nk2Pkw,2020-08-25T06:16:18Z,2020-08-25T06:16:18Z,0,0
UgwYFkhvhGiOblYFeXN4AaABAg,jerax is loyal on og no matter how many lose,@rbttiger6951,UC04WMsHJwM_9-Wl-U8FYcOQ,2020-08-25T03:21:48Z,2020-08-25T03:21:48Z,0,0
UgzN9n07nkM4Gen757B4AaABAg,And they all lived happily ever after,@modguy9894,UCiHgXHux5G7XEPYyzR_3sFA,2020-08-25T01:34:21Z,2020-08-25T01:34:21Z,0,0
UgyRVdVCKzbonpqU0_p4AaABAg,rewatching this coz' theres no TI this year -_-,@pianopo9385,UCQhRcFitTEhA8GBvZp_O1Mw,2020-08-24T23:33:43Z,2020-08-24T23:33:43Z,0,1
Ugxgk8GJPl6iHW9FF-R4AaABAg,"While liquid is trying to guess whos playing what on OG during game 4, GH is there like ""what the fuck are these guys saying?""",@lerntuspel6256,UCuiSvy7ORCrHixd8Kzg_c7A,2020-08-24T22:55:38Z,2020-08-24T22:55:38Z,0,0
UgxPOX72nz1TQ3UzuNV4AaABAg,35:50  that emphasising lol,@bitcoinblue1000,UCYSgzaa5lJW-Bjfqt2oh00Q,2020-08-24T22:06:21Z,2020-08-24T22:06:21Z,1,0
UgwE3P-_9K2r86q0GJx4AaABAg,"liquid game 1 - happy going team
after match liquid game 2 - no talking show in the game
after match liquid game 3 - supper serious
liquid game 4 - its okay were still a team OG is Good


OG game 1-4 HAPPY GOING TEAM",@jessii3270,UC17FSsVd_pHHGB_KEPqGT4g,2020-08-24T20:29:07Z,2020-08-24T20:29:07Z,1,0
Ugw5z4FN8Go49psBXaZ4AaABAg,We all need a ceb in our lives that pick us up when were down,@-_-3776,UCdGvxRHl3_MbsSh8oeXmdhw,2020-08-24T19:38:51Z,2020-08-24T19:38:51Z,2,0
UgxPhU0uzRLhQMrtGWV4AaABAg,i dont understand theyre the one who doesnt want ana to buy back immediately then its anas fault they lose game 1? ana wanted to buy back early but team doesnt want he was torn between his instinct and whether to listen to his team,@ilovemin01,UCfADV6VsQLqKNVIgMggM7DQ,2020-08-24T16:52:54Z,2020-08-24T16:52:54Z,3,2
UgxFkBBnu7ppUcK7RmJ4AaABAg,"i have so much respect for kuroky after watching this, what a wise man",@robrucki6695,UCzP9Y_79aW1QZx3O-f359ww,2020-08-24T12:31:14Z,2020-08-24T12:31:14Z,0,1
Ugxlv262OmDm-V17wFt4AaABAg,29:53 Kuro knew shit is about to go down when OG picked MK,@johnal9320,UCCgp1SjKDOwFnQQIHQfF2vg,2020-08-24T09:19:36Z,2020-08-24T09:19:36Z,1,0
Ugwiklrd8mAADqssIYV4AaABAg,"""I couldve done so much more""
- W33

Got me in the feels!! Like 3x already! Still couldnt contain myself.",@Makolitshitz,UC4JLSevXdUUu_iOFDqAqELA,2020-08-24T07:51:42Z,2020-08-24T07:51:42Z,18,1
UgzKmW1_sRS0oE17WS54AaABAg,"14:41 When Ana predicted what the caster would say, ""Absolutely Perfect""😂",@pauljrtoledo369,UCaTF1H0SsAUIA-q-fkF1hUQ,2020-08-24T05:12:27Z,2020-08-24T05:12:27Z,78,0
Ugx1KJ3QdUYIhz_MnyR4AaABAg,No TI this year. Fuck covid-19!,@ralpholazo,UCxfYsTIoJY8DEhJa8g7NEfw,2020-08-24T02:33:53Z,2020-08-24T02:33:53Z,0,0
UgxvcB7Nkkzrhno9q1N4AaABAg,"Kuro are too arrogant to admit he was outpicked all 4 games and also... he said to MC: "" i need u to play omni like fucking mad""... What a fucking douchebag comment to deliver before a game. MC is one million times better than kyro and then to watch him get stripped of all confidence like that really makes me angry..",@dmxras,UC4ZkvinQQfmUFwzgtmVGqNw,2020-08-23T23:10:50Z,2020-08-23T23:21:56Z,0,0
UgyZh3jm6_B7VpG0CrR4AaABAg,"Hey uhh, why are there like less people in the stadium?",@F4rrons,UCYo4r-yuyo8sgOyTMTt-1Rw,2020-08-23T20:13:32Z,2020-08-23T20:13:32Z,0,0
UgxoGhAYkExMCkc_CER4AaABAg,9:42 wait jerax was playing...spectre??,@faridlmindana2247,UC5LWLbqpIUL0g5gHF-oSlOA,2020-08-23T17:16:04Z,2020-08-23T17:16:04Z,1,0
Ugw9DdwFlbxACgLFny14AaABAg,Topson is the badass mf in this game.. 100% ti win thats a god lvl playing,@kshitizlama630,UCxi-qbUOgOkxSj4zpzFhkIA,2020-08-23T16:59:40Z,2020-08-23T16:59:40Z,0,0
UgzG7haO7Tbh8gsipFp4AaABAg,I didnt really know that miracle can speak,@scensi4695,UCPigX1C-6ytgCWNDakmzBmA,2020-08-23T10:15:23Z,2020-08-23T10:15:23Z,0,0
UgypQHoOT8HoUZH4DrJ4AaABAg,"How OG won?

It’s because they trust each other. PERIOD",@ejay_dc6026,UCdXlHfVNu9D34fYMh1tEt2Q,2020-08-23T07:06:41Z,2020-08-23T07:06:41Z,11,0
UgzZkr_1LMg9Ac1rXgJ4AaABAg,Umm me?,@phutawanns,UCiQubsEk15F1EV_16oWNxyw,2020-08-23T05:22:06Z,2020-08-23T05:22:06Z,0,0
UgwH1eM4WIOkfl9Qp8F4AaABAg,"still here watching the masterpiece...

that "" you're the best spectre player in this stadium"" by Ceb thooo 1000000000% confidence boost",@randomrandomgame,UCGGbDZCS_CVt_6stQAwhE6w,2020-08-23T05:01:22Z,2020-08-23T05:01:22Z,3,0
Ugzru3-IV1Bx1N6NRP94AaABAg,"Noob vs noob , i am from sea server.",@truce6441,UCDZOn8JC9LdFRKNjf4_z8dA,2020-08-23T00:06:38Z,2020-08-23T00:06:38Z,0,0
UgxjAFQWWavP5XgNCIx4AaABAg,Why do people keep picking Monkey mid honestly ? w33 😂😂😂,@amarjargalmn,UC0dQNO66pB4p75OgzvkBgew,2020-08-22T17:46:08Z,2020-08-22T17:46:08Z,0,0
Ugw3CcjTJVnHblSj4_N4AaABAg,monkey business :(miracle silence),@sneykers5998,UCuZe1JIEqhdhNWBqa-AF7ZQ,2020-08-22T15:59:40Z,2020-08-22T15:59:40Z,0,0
UgxINh5xQ45CW0AVNnh4AaABAg,Kuro really sucks! I hate him. 😡,@alvinsollano9255,UCaig60MUuHcAHt_6MIzLCNQ,2020-08-22T14:50:18Z,2020-08-22T14:50:18Z,1,0
UgwgjtUslsQlNr5jfxF4AaABAg,"""It's Notail Io""
Famous Last Words",@RadThe,UCNUE1mJhKxiwXpbOa5AUjgA,2020-08-22T12:05:52Z,2020-08-22T12:05:52Z,4,0
UgxnMKaUbuT2OE9l72t4AaABAg,kuroky is toxic af,@immanuelleonwijaya492,UCMdxKfMP2z24TtBTfUGWDkg,2020-08-22T10:52:48Z,2020-08-22T10:52:48Z,1,0
UgzGB5AEj6ssjYltupR4AaABAg,I feel so bad for w33 tho.,@mikosolayao2627,UCwh6Ib681FiG4uHwG-olNZw,2020-08-22T08:23:03Z,2020-08-22T08:23:03Z,0,0
UgwdOuO5OiATn030Ofd4AaABAg,"OG Lose first Game.
Ceb: This game is a win in my book.
They will surely won Game 1 if ana did buy back earlier😆",@Ngilneia05,UCeRZ-brSAWoLJ3txRCwLXbw,2020-08-22T07:19:44Z,2020-08-22T07:19:44Z,2,2
UgxeVcdTsQftZevyIYB4AaABAg,"Why always picking TA , damn noob ahahaa",@jjcchanel2153,UCrWLOyolKfN61RSULVa1QxA,2020-08-22T07:14:39Z,2020-08-22T07:14:39Z,0,0
UgzQMXQuE7nrX4MylRl4AaABAg,i have watch this 10 times now. but the feeling is still the same,@FidelDGreat-jt7bz,UCIyT74bzeqpRLsg-mRS7v6Q,2020-08-21T13:02:52Z,2020-08-21T13:02:52Z,0,0
UgwVELx5Uda5RjUoc714AaABAg,"Get the fucking throne!-MC, 2019",@falhaindrubin7086,UCnApjpIwQTgExnQukOjytwQ,2020-08-21T12:14:37Z,2020-08-21T12:14:37Z,0,0
UgwbdwwK43VGFJUsurx4AaABAg,Today is supposed to be the final day of TI. PepeHands,@leanvldz13,UCNKDPLPaCtqWba-78ZulNYA,2020-08-21T09:16:26Z,2020-08-21T09:16:26Z,0,0
Ugz5C_ZCPcKh1Ci9YTl4AaABAg,"Game 4 
N0tail: ""No, what.. lol you're such a fucking-""
Jerax: ""I'm just memeing Johan, don't worry""
RIP Tiny Airlines bois",@Norbstarunner,UCjyi4iMruXgk2P645l3WNZA,2020-08-20T11:41:36Z,2020-08-20T11:41:36Z,0,0
Ugw0vul5fdX-8rxep914AaABAg,"Kuroky: ""We started from zero. And, thank God we are here now.""

TI8 OG: ""Okay""",@amazingcalvin,UC52xjijrhQ4vrY4QvvH1Ybg,2020-08-20T10:38:42Z,2020-08-20T10:38:42Z,7,0
UgzcjAdiq9Z5l2Y_1Il4AaABAg,"""We need a reset from that game""
- Picks the same line up again. lmao",@nicolasjames9,UCXgL2vq1q0-m3ynJFF3X4wg,2020-08-20T03:44:59Z,2020-08-20T03:44:59Z,63,2
Ugx_F3VmnZ9q9SO1r5F4AaABAg,Lesson dont ever give IO to OG's ana😂😂😂 and that difusal really change the game in a second.,@razadmiral4324,UCkOBeVgq7b-obi_sE29r7CA,2020-08-20T01:30:25Z,2020-08-20T01:30:25Z,0,0
UgwTcTtKR9LIZuEMR8R4AaABAg,"i hate w33. in this, he just sounds and acts like an asshole to kuro. sad that liquid lost, but im happy that w33 didn't win TI.",@kennyg7163,UC79MSa8P9JP2fai0logYpJw,2020-08-19T13:08:44Z,2020-08-19T13:08:44Z,0,0
Ugx5s4_1N0718CI0dDB4AaABAg,"I 'm an OG fanboy, but you see how MC doing? that broke my heart man.
and the ultimate, I almost in tears when w33 say that.

but this is how the competition works.",@ay2549,UCR7UM1JbVqepvnw7-Qvs3gA,2020-08-19T12:57:10Z,2020-08-19T12:57:10Z,1,0
Ugwm5SiS9Fn_6ggCo6Z4AaABAg,team liquid has a good hero manager..that guy during ban and pick is on point with the call he makes against OG..too bad the players weren't listening to him at all..,@jakcydsouza5604,UCgnmEnJvWl0n8pP9QCzVfmQ,2020-08-19T10:07:41Z,2020-08-19T10:07:41Z,0,0
Ugxu1vCeB5kWStIhBth4AaABAg,Liquid fucked up coz of kuro's leadership,@secretyea9861,UCpGHxTjAna9gE3bYtBPkqpQ,2020-08-18T20:41:37Z,2020-08-18T20:41:37Z,1,0
Ugz3YSPrcZQiXUiAusF4AaABAg,2nd game liquid starts to lose because only kuro is allowed to share info's and shits 🙄😂,@secretyea9861,UCpGHxTjAna9gE3bYtBPkqpQ,2020-08-18T20:23:55Z,2020-08-18T20:23:55Z,0,0
UgxTfQuM_-SasBzPmyl4AaABAg,"23:55 ""good job but please listen to kuro.""

They are also pro players. They also have brain.
And communication is the best in teamplay.",@secretyea9861,UCpGHxTjAna9gE3bYtBPkqpQ,2020-08-18T20:10:53Z,2020-08-18T20:10:53Z,2,0
UgyHwS3064EZBtMJxgJ4AaABAg,Don't say something that will make your teammate tilt,@secretyea9861,UCpGHxTjAna9gE3bYtBPkqpQ,2020-08-18T19:52:27Z,2020-08-18T19:52:27Z,0,0
Ugy4txL9w1RfGwPduSZ4AaABAg,"It's in the face of Ana, saying that ""we lost the game 1 because of me"". Then there's Ceb to cheer him up.",@janjoshuarivera3386,UCXMX0YNlpNaD9LPax_7xg-Q,2020-08-18T17:17:57Z,2020-08-18T17:24:27Z,1,2
UgxxRlyzP-aP2FCkbgd4AaABAg,Ana is HumbleGod rightly so.,@vedaantshukla2611,UCrjG5qG77SX2iku2t3EUzVA,2020-08-18T12:17:53Z,2020-08-18T12:17:53Z,0,0
UgwXps-xa4bRNxVh6Ix4AaABAg,"That ana late buy back in game 1 is one of my biggest question watching live, it looks throw to me but after watching this now i know that's what will happen if you don't follow your instincts.",@karlo31071,UC_LxOMG1G-RVBYnYDQDUADw,2020-08-18T09:57:12Z,2020-08-18T09:57:12Z,0,0
UgwJrdNnUzThpJQL38p4AaABAg,"dont know why people think Liquid can win TI this year, OG is too overpower, they destroy everything on their way with the most stupid pick ever IO carry",@Sushjcángừ,UCO7sPEo5E-Q3rFMrzx5dT_g,2020-08-18T07:13:00Z,2020-08-18T07:13:00Z,0,0
UgxrhPv_71Jk3CItX8t4AaABAg,"55:14
N0tail: yOu WanNa gO EaSy oN thEm NexT gaMe?
Ana: No, no, no mercy.",@onesi2,UCLiZAXb8Q336vjuMFHpVnRg,2020-08-18T07:10:35Z,2020-08-20T08:44:40Z,78,2
Ugz5IK1wyGJWRMh4Ky54AaABAg,I found Jerax playing Valorant with PEN! here https://www.youtube.com/watch?v=eDswu8XLKSY&t=448s,@lemjoker617,UCvyhM7Ah1hm2joMDm21XeFQ,2020-08-18T04:11:27Z,2020-08-18T04:11:27Z,1,0
UgyTBcSSdgKR5VeqnxR4AaABAg,This shit still giving me goosebumps,@minatonamikaze9337,UCAGoIiuKnTIP1Rm7j08j6sw,2020-08-18T03:11:54Z,2020-08-18T03:11:54Z,0,0
UgxxUH7c3K_5X5nV6bt4AaABAg,Jerax is like a mini version of Henrik Stention. If you guys know golf.,@kentran204,UCTbYuoWFzAjzwX2ir_vNu3g,2020-08-18T02:26:45Z,2020-08-18T02:26:45Z,0,0
UgwQ4SVVB3pIY82ty6h4AaABAg,"Kuroky: ""I don't know how they can stop us.""
Liquid: ""They can't.""
Kuroky: ""NICE!!""

*a few moments later*

Ana: ""We can fight this.""
Jerax: ""Don't worry, I'm just memeing.""",@aarici.9908,UCu5bEB00zSSxYE-b_XVrJ2A,2020-08-18T02:24:52Z,2020-08-18T02:26:09Z,104,0
UgyDpPWbRhNKxfhXHN54AaABAg,48:26 ZA WARUDO,@genarest8667,UCC2o08lVVzvisQ0f7hP78bA,2020-08-17T20:12:35Z,2020-08-17T20:12:35Z,1,0
UgzqmtRx39QxzTJFleJ4AaABAg,Topson from being shy and timid at Ti8 to overpowered villain at Ti9.,@Tyrel95,UCSM_P0-oQbyG-DlWIGIT1CA,2020-08-17T18:31:51Z,2020-08-17T18:31:51Z,0,1
UgztR0AZDZdTSxCBs9F4AaABAg,"Gracias por creer en mí pero te fallé al final. 
Alv que sad :c",@gianpierrebautista4367,UCES3mho-vv-ODK8CT4jOXMQ,2020-08-17T17:05:24Z,2020-08-17T17:05:24Z,0,0
Ugyv898jFednppGUuFF4AaABAg,Gonna rewatch because it is sad that there is no TI this year,@defiantinfantry9999,UCKNxBE_31RkkZaYQ57aKA6g,2020-08-17T16:23:08Z,2020-08-17T16:23:08Z,0,0
Ugxdz9iB2ciUW1-uTxN4AaABAg,47:00 O H Y E A H ! !,@curiousgeorge2356,UC28lsrJRJqihLzl-4bnJOWQ,2020-08-17T16:10:40Z,2020-08-17T16:10:40Z,0,0
UgwyYlvD3MReCbLpYGt4AaABAg,w33ha when he said “i could’ve done so much more” made me tear up,@geraldsanchez6063,UCLN5rFKlqd1HaNAZZthZqjA,2020-08-17T10:15:08Z,2020-08-17T10:15:08Z,38,10
UgxWEaCtqkbRMt41Gx14AaABAg,Này thì w33 quả báo xem thường,@beobeo1064,UCSnpFFj08RgNEScRoiuzTjQ,2020-08-17T09:14:20Z,2020-08-17T09:14:20Z,1,0
UgxQXuj8_J6FM5hk9rN4AaABAg,Jesus that Gyro Diffusal just messed up Liquid so much.,@ranolagc450,UCBGR_6x9qQYKT5vJoF8fVyA,2020-08-17T07:26:11Z,2020-08-17T07:26:11Z,0,0
Ugz6iUtEl3SazrOcmfp4AaABAg,"Aug 2020
Ana still don't know who to pick and still he's good at it.. I mean Godlike",@aldantemayor,UC8_q5Ouxy-p0foiHLgaQzkQ,2020-08-17T02:08:18Z,2020-08-17T02:08:18Z,0,0
Ugwm508T4A-8DvEJFhp4AaABAg,"OMG, that's why OG destroyed Liquid 3-1. Ceb and Notail were inside Liquid's head all the fucking time!!!!! It's amazing how good of a strategist Ceb really is. I wouldn't be surprised if they beat secret. Problem is Puppey has the same expertise.",@abhinavshaw9112,UCUKkwfKm_aKFEh4eeCn6ojg,2020-08-16T20:27:24Z,2020-08-16T20:27:24Z,0,0
Ugy6MJeiqQtAIMdQ1ax4AaABAg,"so dramatic, wow...",@markusgultom555,UCGdYoavoaYd3ZRoxdHyZCyw,2020-08-16T15:27:53Z,2020-08-16T15:27:53Z,0,0
UgwuHPymV5yJNeHRYd54AaABAg,"W33: ""I could have done so much more""
Damn w33 that hit me too :( You deserve an aegis. Don't give up man. Big fan here from PH",@aslangaming5668,UCJnkxH1x_t28kVA15LWkuPw,2020-08-16T12:14:49Z,2020-08-16T12:14:49Z,68,4
Ugxh2usDWgw7nae_hjd4AaABAg,14:49 lol ana,@maxjuniorrn,UC51eIy2Huks9jcbpHkXVTyQ,2020-08-16T08:31:32Z,2020-08-16T08:31:32Z,0,0
UgyrP70zO6xNG6uOFS54AaABAg,Is it only me or liquid had more screen time than og after og won ? And did some1 notice some1 from liquid said gonna have to play 2 more ti to win 3 ti.,@Leo-zw8rw,UCpdfk_1X0z3hXwK6lzWnktw,2020-08-16T07:42:24Z,2020-08-16T07:42:24Z,0,0
UgzU-FbQjGVLqPxgECl4AaABAg,Feels bad man! This was so sentimental,@jassviveros,UC1T1-_DzPV9UCC3gs5jO-dw,2020-08-16T05:43:39Z,2020-08-16T05:43:39Z,0,0
UgwJCVRDFH3eDf-GZvZ4AaABAg,CAN'T WAIT FOR THE RONA TO END AND WATCH TI10,@gustavebacareza1755,UCyugPQ5eNRuJ-GRPLNbN7xg,2020-08-16T02:18:30Z,2020-08-16T02:18:30Z,0,0
UgzvT2y9kKEeERhakQh4AaABAg,"""Did you know that 'the fluke' is one of the most common fish in the sea?""

doubters be like: mehh they still fluked it again this time. 

man..damn notail giving shade to all their doubters out there, 
just look how they laugh about them hahaha",@HumanSagaVault,UCIsFjUsJLqsLl-vJU6WRfqg,2020-08-15T19:43:17Z,2020-08-15T19:43:17Z,18,0
UgwAjz7ECvFZfwdrehZ4AaABAg,"MC in game 3:
""lets kill pugna""
""lets gank pugna""
""lets smoke and kill pugna""
""Kill pugna""
""the only way we could win is to kill the pugna""

MC is so mad at TOPIAS. hahahahaha",@HumanSagaVault,UCIsFjUsJLqsLl-vJU6WRfqg,2020-08-15T19:12:29Z,2020-08-15T19:12:29Z,509,16
UgwFJyQOQ3O9S3NOWkh4AaABAg,Man watching this makes me an even bigger fan of Nigma.,@Alec-sn8on,UCUwEHbN9NXcAogllrvKFPPg,2020-08-15T11:18:46Z,2020-08-15T11:18:46Z,0,0
UgzeyRMJ3xOGnOP0dCV4AaABAg,It's AUGUST but no TI :'(,@babayaga5728,UCXB8uS6DPwcvGb5YLGzHNYg,2020-08-15T08:53:15Z,2020-08-15T08:53:15Z,0,0
UgyudbfjvuKUeMmq3gl4AaABAg,"Ana: OHhh, my bad.
 jajajaja, me kague de risa en esta parte",@miguelortizortiz526,UChrex884gZnAQPnKZ98AutA,2020-08-15T05:40:41Z,2020-08-15T05:40:41Z,0,1
UgzvHjFFOM4no6XXRtl4AaABAg,"when kky says thank him okay 
w33 always 
damn if u think still could be memes but the meaning so damn deep",@amanakkkwikwlwdn2463,UCNCGS5jAxGuLD-nZiZlJ2ow,2020-08-14T22:47:40Z,2020-08-14T22:48:02Z,0,0
Ugy0wal17RG7el9TF8t4AaABAg,today i watch it. again and again,@Pharmajinz,UCuv7ko7wpwfXKcQkHLE8GTA,2020-08-14T15:57:32Z,2020-08-14T15:57:32Z,0,0
UgyYRJWjmyuQlWYLVMx4AaABAg,"W33: I want TA
Miracle: Meepo still works
W33: TA tho
Miracle: Meepo too tho
W33: but TA
Kuro: so meepo it is
W33: but, but
Kuro: Meepo confident or not?


MC: Give me NP
Kuro: Yes, omniknight is a good pick, nice choice
MC: NP!
Kuro: play like the enemy offlaner btw, cuz you suck

Kinda weirdchamp ngl. Wtf is this dictatorship",@Anonymous-td9fl,UC5RkTcMnXdjC1GDQvXENKYw,2020-08-14T13:03:50Z,2020-08-14T13:03:50Z,84,8
UgxYwTdYVJOdkuHeDGp4AaABAg,24:07 best moment whole video,@soulcanvas1,UCSZAIjRU1K8RkTf-_iwvuIw,2020-08-14T11:56:13Z,2020-08-14T11:56:13Z,0,0
Ugwz-PYlOqTg6w93QT94AaABAg,Love re-watching TI8 and TI9 true sight. I wonder what fly is feeling every time he sees this?,@KannagaraYT,UCqdA3BNXhLF-vrdlfXCsjlw,2020-08-14T10:31:57Z,2020-08-14T10:31:57Z,1,2
UgzY-jeDdinF2TeE8H14AaABAg,Everybody needs a friend like Ceb. Fucking motivates you in the highest level,@norvieYT,UCr2oSoih2jcHhLMcOj4c9MQ,2020-08-14T05:42:25Z,2020-08-14T05:42:25Z,0,0
UgxkVSHvZ55maLmENVV4AaABAg,Og read well on banpick phase. Damn. Easily outplayed Eg,@norvieYT,UCr2oSoih2jcHhLMcOj4c9MQ,2020-08-14T05:23:08Z,2020-08-14T05:23:08Z,0,0
UgzYAOxkqUajN1pp4nR4AaABAg,Still watching this again ang again,@billarcala3301,UCi0XHDWeOxKWwOdU2EcfZLw,2020-08-14T01:36:50Z,2020-08-14T01:36:50Z,0,0
Ugzqfv_D8V5XPbR80xt4AaABAg,"I say liquid lost because of kuro. He is an awesome leader but there was no coordination among them. And liquid was only playing on kuro's decision. If kuro had banned the ember just as w33.ha said then who knows they couldve won the game. Whereas in OG, they were free and they respected each others opinions and they picked and banned the heroes they wanted which gave them confidence. Og clearly stomped them I would feel like an idiot and correct myself if I was kuro watching this true sight.",@Yao686,UCmz51crjPnMYw_ig7t7JZpQ,2020-08-13T22:18:10Z,2020-08-13T22:18:10Z,0,0
UgxdsH4Qlz2THsjESbF4AaABAg,功成名就 如果wings还在 我相信wings也能创造奇迹，可惜的是，被傻屌狗屁ace联盟给搞了,@Elminsterx,UCbZF5vKmtCeAd1VwblyaA3g,2020-08-13T15:24:12Z,2020-08-13T15:24:12Z,0,0
UgyZerV6fZCzwMUOn8Z4AaABAg,"Kuro has trust issues, make all decisions, and ask teammates when they all got fvcked up. Lol",@bobloss5555,UCefT0NRFuXQma8NXzZVIFxA,2020-08-13T12:34:20Z,2020-08-13T12:34:20Z,0,0
UgzTze1VjqCqxIZguMd4AaABAg,Big respect for w33ha.,@johnreyfementira7481,UCLCMis5HjGGEG4lqwxsGT2g,2020-08-13T08:52:00Z,2020-08-13T08:52:00Z,0,0
Ugw01-jH71gYvRMHYkt4AaABAg,It feels like im fresh after watching this😭,@issaaldi4107,UCTY1huBRnOD9U-xfAuZnIPQ,2020-08-12T16:32:55Z,2022-03-25T03:00:21Z,4,0
